AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,INCOME,ANNUAL_KM,ID,OUTCOME
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,6.0,0.0,6.0,average,9660.0,767467.0,0.0
40-64,male,20-29,university,1.0,after 2015,0.0,1.0,sedan,4.0,3.0,4.0,average,22540.0,879915.0,0.0
65+,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,above average,,375117.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,4.0,0.0,1.0,average,19320.0,36667.0,0.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,3.0,1.0,1.0,above average,9660.0,716091.0,0.0
65+,female,30+,high school,0.0,before 2015,1.0,1.0,sedan,2.0,1.0,4.0,average,16101.0,528001.0,0.0
65+,female,20-29,high school,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,1.0,average,20930.0,438788.0,0.0
65+,male,0-9,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,260851.0,1.0
16-25,male,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,868143.0,1.0
40-64,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,24150.0,709357.0,0.0
26-39,female,0-9,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,20930.0,209441.0,0.0
26-39,female,0-9,university,1.0,before 2015,1.0,0.0,sports car,0.0,0.0,0.0,above average,16101.0,106270.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,,18293.0,1.0
40-64,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,11270.0,209518.0,1.0
65+,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,1.0,above average,17710.0,842504.0,0.0
40-64,female,0-9,high school,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,17710.0,785920.0,0.0
65+,female,20-29,high school,0.0,before 2015,1.0,1.0,sedan,3.0,0.0,2.0,above average,12880.0,120348.0,0.0
65+,female,30+,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,5.0,above average,14490.0,550531.0,0.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,above average,20930.0,756417.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sports car,1.0,1.0,2.0,above average,14490.0,579525.0,0.0
26-39,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,967747.0,0.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,minmal,19320.0,963857.0,1.0
40-64,male,20-29,high school,1.0,before 2015,0.0,1.0,sedan,15.0,2.0,6.0,average,6440.0,722581.0,0.0
26-39,male,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,477129.0,1.0
16-25,female,0-9,high school,0.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,,215537.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,0.0,sedan,12.0,0.0,2.0,average,17710.0,203357.0,0.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,6.0,above average,16101.0,315405.0,0.0
26-39,male,10-19,none,0.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,minmal,16101.0,390289.0,1.0
40-64,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,178836.0,0.0
16-25,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,12880.0,469772.0,1.0
40-64,male,20-29,high school,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,4.0,average,20930.0,73606.0,0.0
26-39,female,0-9,high school,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,24150.0,66601.0,0.0
65+,male,30+,high school,1.0,after 2015,1.0,1.0,sedan,4.0,1.0,5.0,average,12880.0,672971.0,0.0
65+,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,8.0,2.0,4.0,above average,12880.0,111201.0,1.0
16-25,male,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,208114.0,1.0
26-39,female,10-19,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,minmal,27370.0,404131.0,0.0
65+,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,20930.0,183837.0,0.0
40-64,male,20-29,university,0.0,after 2015,0.0,1.0,sedan,2.0,0.0,6.0,above average,19320.0,364406.0,0.0
26-39,female,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,14490.0,292035.0,0.0
26-39,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,12880.0,86029.0,0.0
65+,male,30+,high school,1.0,after 2015,1.0,1.0,sedan,3.0,1.0,1.0,above average,20930.0,756320.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,1.0,3.0,above average,,696589.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,457861.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,25760.0,941602.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,3.0,average,14490.0,43075.0,0.0
40-64,female,0-9,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,12880.0,91798.0,0.0
26-39,female,0-9,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,25760.0,692983.0,1.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,0.0,1.0,2.0,average,20930.0,710197.0,0.0
26-39,male,10-19,none,0.0,after 2015,0.0,0.0,sedan,2.0,1.0,3.0,below average,20930.0,706607.0,0.0
40-64,female,20-29,high school,0.0,before 2015,0.0,0.0,sedan,1.0,0.0,2.0,above average,30591.0,839869.0,0.0
40-64,female,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,17710.0,568720.0,0.0
65+,female,0-9,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,6440.0,109870.0,0.0
26-39,female,10-19,university,1.0,before 2015,0.0,0.0,sedan,0.0,1.0,0.0,below average,25760.0,800779.0,0.0
65+,female,30+,university,1.0,after 2015,0.0,1.0,sedan,6.0,0.0,1.0,above average,17710.0,424112.0,0.0
40-64,male,20-29,university,1.0,before 2015,0.0,1.0,sedan,3.0,0.0,6.0,average,16101.0,245774.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,907904.0,0.0
40-64,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,average,19320.0,912419.0,0.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,1.0,1.0,0.0,above average,22540.0,49143.0,0.0
26-39,female,10-19,none,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,,389090.0,0.0
26-39,female,10-19,none,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,1.0,below average,19320.0,64244.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,,946118.0,1.0
26-39,male,10-19,high school,0.0,after 2015,1.0,0.0,sedan,1.0,0.0,2.0,average,16101.0,718508.0,0.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,0.0,average,19320.0,44221.0,0.0
65+,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,9660.0,184419.0,1.0
40-64,female,20-29,high school,1.0,after 2015,0.0,1.0,sedan,1.0,1.0,0.0,average,17710.0,582054.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,9.0,1.0,6.0,above average,9660.0,564116.0,0.0
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,4.0,above average,19320.0,616000.0,0.0
40-64,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,926334.0,0.0
26-39,female,0-9,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,20930.0,105174.0,1.0
16-25,female,0-9,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,11270.0,538631.0,1.0
16-25,male,0-9,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,19320.0,627921.0,1.0
40-64,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,17710.0,256276.0,1.0
26-39,female,0-9,high school,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,230441.0,0.0
16-25,male,0-9,none,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,460018.0,0.0
40-64,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,4.0,above average,17710.0,57578.0,0.0
26-39,female,10-19,high school,0.0,after 2015,0.0,1.0,sedan,1.0,0.0,0.0,below average,,143159.0,0.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,3.0,0.0,1.0,above average,14490.0,967436.0,0.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,3.0,average,,989398.0,0.0
40-64,male,20-29,high school,1.0,before 2015,0.0,0.0,sedan,1.0,1.0,4.0,average,28980.0,338816.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,below average,17710.0,774925.0,0.0
16-25,female,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,259369.0,1.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,859256.0,0.0
40-64,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,0.0,average,16101.0,205125.0,0.0
65+,male,30+,high school,0.0,before 2015,0.0,1.0,sedan,2.0,0.0,0.0,average,17710.0,578232.0,0.0
16-25,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,396832.0,0.0
16-25,male,0-9,university,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,17710.0,988193.0,1.0
65+,male,30+,high school,1.0,before 2015,1.0,1.0,sedan,8.0,0.0,3.0,average,17710.0,919194.0,0.0
65+,female,30+,high school,1.0,after 2015,0.0,1.0,sedan,4.0,0.0,1.0,above average,19320.0,905984.0,0.0
40-64,male,20-29,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,24150.0,144603.0,0.0
26-39,male,0-9,university,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,24150.0,97442.0,1.0
26-39,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,,838106.0,0.0
65+,female,10-19,university,0.0,before 2015,1.0,1.0,sedan,4.0,1.0,0.0,above average,14490.0,863765.0,1.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,minmal,19320.0,766660.0,0.0
26-39,female,0-9,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,14490.0,246688.0,1.0
40-64,female,0-9,none,0.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,105220.0,1.0
26-39,male,10-19,none,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,minmal,16101.0,70559.0,1.0
40-64,female,20-29,high school,0.0,before 2015,0.0,1.0,sedan,3.0,1.0,4.0,below average,,150039.0,0.0
65+,female,30+,high school,1.0,after 2015,1.0,1.0,sedan,5.0,2.0,1.0,above average,16101.0,755650.0,0.0
26-39,male,10-19,university,0.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,below average,14490.0,713565.0,1.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,1.0,above average,8051.0,382661.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,329019.0,1.0
16-25,female,0-9,none,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,325157.0,1.0
65+,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,1.0,average,17710.0,351086.0,0.0
40-64,female,0-9,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,20930.0,916877.0,1.0
16-25,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,22540.0,592421.0,1.0
40-64,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,1.0,0.0,1.0,above average,20930.0,79334.0,0.0
26-39,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,2.0,above average,16101.0,107434.0,0.0
16-25,female,0-9,none,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,352278.0,1.0
65+,female,30+,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,12880.0,635281.0,0.0
40-64,female,20-29,none,1.0,before 2015,1.0,0.0,sedan,2.0,1.0,0.0,average,22540.0,609931.0,0.0
40-64,male,20-29,high school,0.0,before 2015,0.0,1.0,sedan,3.0,0.0,6.0,below average,19320.0,28477.0,0.0
40-64,female,20-29,high school,0.0,after 2015,1.0,1.0,sedan,2.0,0.0,0.0,below average,19320.0,479439.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,0.0,sedan,2.0,0.0,1.0,above average,17710.0,593321.0,0.0
26-39,female,10-19,none,0.0,before 2015,1.0,1.0,sedan,1.0,1.0,0.0,below average,12880.0,234077.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,2.0,above average,12880.0,220413.0,0.0
65+,female,30+,high school,1.0,after 2015,0.0,1.0,sedan,3.0,0.0,3.0,average,17710.0,708052.0,0.0
26-39,male,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,3.0,average,19320.0,470782.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,347235.0,1.0
40-64,male,20-29,university,1.0,after 2015,0.0,1.0,sedan,2.0,3.0,0.0,above average,19320.0,46195.0,0.0
65+,female,30+,high school,1.0,before 2015,0.0,1.0,sedan,7.0,2.0,0.0,above average,19320.0,392766.0,0.0
65+,male,20-29,high school,1.0,before 2015,1.0,1.0,sports car,3.0,1.0,3.0,below average,20930.0,617236.0,0.0
26-39,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,24150.0,397198.0,1.0
65+,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,2.0,above average,19320.0,142274.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,1.0,0.0,above average,19320.0,788520.0,0.0
65+,female,30+,high school,0.0,after 2015,1.0,1.0,sedan,2.0,1.0,1.0,above average,8051.0,228270.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sports car,0.0,1.0,1.0,average,14490.0,441183.0,0.0
26-39,female,0-9,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,20930.0,172025.0,0.0
40-64,female,20-29,university,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,0.0,above average,19320.0,973588.0,0.0
40-64,female,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,920305.0,0.0
65+,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,3.0,above average,14490.0,479156.0,0.0
40-64,male,20-29,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,below average,22540.0,72382.0,0.0
16-25,male,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,,532542.0,1.0
40-64,female,20-29,high school,0.0,before 2015,0.0,0.0,sedan,1.0,0.0,1.0,below average,27370.0,420705.0,0.0
65+,male,30+,none,0.0,before 2015,1.0,1.0,sedan,10.0,1.0,5.0,average,14490.0,683632.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,0.0,above average,16101.0,934994.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,559747.0,1.0
26-39,male,10-19,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,minmal,24150.0,345626.0,1.0
16-25,male,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,,199651.0,1.0
26-39,female,10-19,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,average,22540.0,698069.0,1.0
65+,female,30+,high school,1.0,before 2015,1.0,1.0,sports car,11.0,1.0,0.0,above average,12880.0,427399.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,4.0,2.0,0.0,above average,14490.0,208179.0,0.0
40-64,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,24150.0,144092.0,1.0
40-64,male,20-29,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,1.0,above average,25760.0,806915.0,0.0
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,11.0,2.0,0.0,above average,12880.0,746285.0,0.0
26-39,female,10-19,high school,0.0,before 2015,0.0,0.0,sedan,1.0,0.0,0.0,below average,19320.0,267864.0,1.0
65+,female,0-9,none,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,16453.0,1.0
26-39,male,10-19,none,0.0,before 2015,0.0,0.0,sedan,3.0,1.0,1.0,minmal,20930.0,909598.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,874042.0,0.0
40-64,female,10-19,none,1.0,before 2015,0.0,0.0,sedan,2.0,0.0,0.0,above average,16101.0,395393.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,1.0,above average,19320.0,866220.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sports car,0.0,0.0,0.0,minmal,24150.0,566194.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,22540.0,713543.0,1.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sports car,1.0,1.0,1.0,above average,17710.0,261544.0,0.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,minmal,11270.0,726814.0,0.0
26-39,male,10-19,high school,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,2.0,average,22540.0,791350.0,0.0
26-39,female,10-19,university,1.0,before 2015,0.0,1.0,sedan,5.0,0.0,1.0,above average,11270.0,824388.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,22674.0,1.0
16-25,female,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,24150.0,667200.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,305899.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,,203295.0,1.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,0.0,1.0,3.0,below average,20930.0,810070.0,0.0
26-39,female,0-9,university,0.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,,428019.0,1.0
26-39,male,10-19,none,0.0,before 2015,0.0,1.0,sedan,5.0,1.0,2.0,minmal,20930.0,393296.0,1.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,663564.0,1.0
65+,female,10-19,university,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,above average,25760.0,51511.0,1.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,20930.0,211111.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,average,17710.0,259300.0,0.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,777000.0,0.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,3.0,average,,361187.0,0.0
26-39,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,2.0,above average,19320.0,637214.0,0.0
26-39,female,0-9,none,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,708283.0,0.0
65+,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,3.0,above average,19320.0,691130.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,2.0,1.0,2.0,above average,17710.0,221484.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,949343.0,0.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,24150.0,477517.0,0.0
26-39,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,1.0,average,,981659.0,0.0
40-64,female,20-29,high school,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,5.0,above average,12880.0,327169.0,0.0
26-39,female,10-19,high school,1.0,after 2015,0.0,0.0,sedan,0.0,1.0,0.0,below average,25760.0,3038.0,1.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,4.0,above average,11270.0,976721.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,,315150.0,0.0
16-25,female,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,16101.0,613650.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,minmal,,824647.0,0.0
65+,female,30+,high school,0.0,before 2015,0.0,1.0,sedan,2.0,1.0,5.0,above average,19320.0,519722.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,2.0,average,22540.0,606934.0,0.0
65+,female,30+,high school,1.0,before 2015,0.0,1.0,sedan,4.0,0.0,2.0,above average,22540.0,176701.0,0.0
16-25,female,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,,315996.0,1.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,below average,17710.0,92066.0,0.0
16-25,female,0-9,high school,0.0,before 2015,1.0,1.0,sports car,0.0,0.0,0.0,below average,17710.0,786751.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,469570.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,2.0,average,25760.0,193047.0,1.0
40-64,male,20-29,university,1.0,before 2015,1.0,0.0,sedan,1.0,0.0,1.0,above average,27370.0,16596.0,0.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,5.0,0.0,4.0,above average,,457497.0,0.0
40-64,male,20-29,high school,0.0,before 2015,0.0,1.0,sedan,3.0,2.0,2.0,average,19320.0,158868.0,0.0
40-64,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,average,14490.0,618377.0,0.0
16-25,male,0-9,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,528757.0,0.0
65+,male,30+,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,3.0,above average,24150.0,830400.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,894394.0,1.0
26-39,male,0-9,university,0.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,437274.0,1.0
40-64,male,20-29,university,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,1.0,above average,24150.0,199021.0,0.0
26-39,female,10-19,high school,0.0,before 2015,1.0,0.0,sedan,3.0,0.0,0.0,minmal,17710.0,168157.0,1.0
40-64,female,20-29,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,below average,11270.0,854391.0,0.0
65+,female,10-19,university,0.0,before 2015,1.0,1.0,sedan,1.0,1.0,2.0,above average,14490.0,241375.0,1.0
26-39,male,10-19,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,average,,692460.0,1.0
26-39,male,10-19,none,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,1.0,average,14490.0,95758.0,0.0
65+,male,30+,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,5.0,above average,17710.0,367304.0,0.0
40-64,female,20-29,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,above average,14490.0,887498.0,0.0
40-64,female,10-19,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,16101.0,530813.0,0.0
40-64,female,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,830031.0,0.0
16-25,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,20930.0,204523.0,1.0
26-39,female,0-9,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,17710.0,608476.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,below average,12880.0,45047.0,0.0
26-39,male,10-19,none,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,1.0,below average,22540.0,79370.0,0.0
40-64,female,10-19,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,20930.0,705399.0,0.0
26-39,female,10-19,high school,0.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,22540.0,156210.0,0.0
26-39,female,10-19,none,0.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,below average,19320.0,967355.0,0.0
40-64,male,0-9,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,850182.0,1.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,8.0,0.0,4.0,above average,9660.0,824222.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,,432313.0,1.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,20930.0,70882.0,1.0
40-64,female,0-9,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,680648.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,1.0,0.0,0.0,average,14490.0,504743.0,0.0
40-64,male,10-19,university,1.0,before 2015,1.0,0.0,sedan,1.0,1.0,2.0,above average,19320.0,170462.0,0.0
40-64,female,20-29,university,0.0,before 2015,1.0,1.0,sedan,1.0,0.0,2.0,above average,,930070.0,0.0
65+,male,30+,high school,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,8.0,average,,285221.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,16101.0,410063.0,1.0
